Planet,Title,Authors,Year of Publication,Summary,Length,Goodreads Id,polarity,subjectivity
Venus,Vandals Of The Void,J.M. Walsh,1931,"Where the crested invaders came from no man could say-- but they threatened to bring destruction to the three civilized planets!  Seeking a Vactation, Interplanetary Guard Jack Sanders Runs  into Romance and a Space War!",139,12841793,0.022631047,0.460765766
Pluto,Beyond Pluto,John S. Campbell,1932,Whisked away to another world!,216,26076906,0,0
Venus,"Pirates of Venus (Venus, #1)","Edgar Rice Burroughs, Thomas Floyd, F. Paul Wilson, Phillip R. Burger",1932,"The shimmering, cloud-covered planet of Venus conceals a wondrous secret: the strikingly beautiful yet deadly world of Amtor. In Amtor, cities of immortal beings flourish in giant trees reaching thousands of feet into the sky; ferocious beasts stalk the wilderness below; rare flashes of sunlight precipitate devastating storms; and the inhabitants believe their world is saucer-shaped with a fiery center and an icy rim. Stranded on Amtor after his spaceship crashes, astronaut Carson Napier is swept into a world where revolution is ripe, the love of a princess carries a dear price, and death can come as easily from the blade of a sword as from the ray of a futuristic gun.Pirates of Venus is the exciting inaugural volume in the last series imagined and penned by Edgar Rice Burroughs. This commemorative edition features new illustrations by Thomas Floyd, the original frontispiece by J. Allen St. John, an afterword by Phillip Burger, a glossary of Amtor terms by Scott Tracy Griffin, a map of Amtor drawn by Edgar Rice Burroughs that appeared in the first edition, and an introduction by acclaimed science fiction and horror novelist F. Paul Wilson.",179,40372,0.083848862,0.496859997
Venus,"The Port of Peril (Robert Grandon, #3)",Otis Adelbert Kline,1932,"When Vernia, empress of Reabon, mightiest land of all Venus, was kidnapped by the strange marauders of the sea, it presented the Earthman, Robert Grandon, with his greatest challenge. On a world replete with terrifying beasts and unearthly antagonists, Grandon had already achieved fame for his swordplay and courage, but the search for Vernia would take him against foes beyond all he had previously encountered. THE PORT OF PERIL, Otis Adelbert Kline's concluding novel of Venusian adventure, amply demonstrates his high skill with fast-action science-fiction.",192,2353947,0.034761905,0.508095238
Mars,The Outlaws of Mars,Otis Adelbert Kline,1933,"A man is transported to Mars and finds adventure, action, suspense, and romance. A true pulp fiction classic.",158,2258062,0.066412512,0.447186664
The Moon,"Doctor Dolittle's Return (Doctor Dolittle, #9)",Hugh Lofting,1933,"Doctor Dolittle's Return is lighter and more comic than other Dolittle books. Tommy Stubbins waits for Doctor Dolittle's return from the Moon. When the Doctor returns he is anxious to write of what he has experienced. This proves more difficult than expected. The poignancy of the doctor's lunar experiences is juxtaposed with his hilarious attempts to be put into jail so he will be free of all responsibilities and will be able to write his book. Hugh John Lofting was a British author who created the character of Doctor Dolittle - one of the classics of children's literature. His early education was at Mount St. Mary's College in Sheffield, after which he went to the United States, completing a degree in civil engineering at the Massachusetts Institute of Technology. He enlisted in the Irish Guards to serve in World War I. Not wishing to write to his children of the brutality of the war, he wrote imaginative letters that were the foundation of the Doctor Dolittle novels.",179,325415,0.198529412,0.505882353
Mars,The Swordsman of Mars,Otis Adelbert Kline,1933,"In Swordsman of Mars, Harry Thorne, outcast scion of a wealthy East Coast family, seeks the greatest adventure of his life. He exchanges bodies with his look-alike, Martian Sheb Takkor, and is transported millions of years into the past to a Mars peopled with mighty warriors, beautiful women, and fearsome beasts. Sheb Takkor, a great swordsman in his own right, must fight his way across the deserts and jungles of ancient Mars to save the lovely Princess Thane and to defeat his arch-enemy Sel Han -- or die trying! Edgar Rice Burroughs was the first great writer of planetary adventures. His one true rival and equal at writing planet stories was Otis Adelbert Kline. Kline was on the original editorial staff of Weird Tales, and was literary agent to Robert E. Howard of Conan fame.",229,2216387,0.07108504,0.472677858
"Mars, The Moon",The Legion of Space,Jack Williamson,1934,"Space LegionnairesThey were the greatest trio of swashbuckling adventurers ever to shop out to the stars! There was giant Hal Samdu, rocklike Jay Kalam and the incomparable shrewd and knavish Giles Habibula.Here is there first thrilling adventure - the peril-packed attempt to rescue the most important person in the galaxy, keeper of the vital secret essential to humanity's survival in the deadly struggle against the incredibly evil Medusae...",191,854945,0.108333333,0.686111111
"Neptune, Jupiter, Mars",Through the Gates of the Silver Key,"H.P. Lovecraft, E. Hoffmann Price",1934,"At a gathering to decide the fate of Randolph Carter's estate which has been held in trust since his disappearance the mysterious Swami Chandraputra, who wears curious mittens and enveloping robes, tells Carter's acquaintances of his ultimate fate. He explains that the key took Carter to a type of higher dimension. There, Carter, on an ill-defined mission (or out of sheer curiosity), travelled strange sections of the cosmos by first meeting with 'Umr at-Tawil, a dangerous being warned of in the Necronomicon, saying those who deal with it never return.",48,6468203,0.018277866,0.515751851
Jupiter,"Triplanetary (Lensman, #1)","E.E. ""Doc"" Smith, A.J. Donnell",1934,"Eddore and Arisia fought desperately to control the Universe. The ultimate battleground was a tiny, backward planet in a remote galaxy--Earth.And only a few Earthmen knew of the titanic struggle--and of the strange, decisive role they were to play in the war of the super-races.",287,444944,0.069228748,0.495074326
Mars,Stowaway To Mars,John Wyndham,1935,"The Earth was holding a fantastic contest...An international prize of over a million dollars was being offered to the first man to complete an interplanetary journey. Target -- Mars.It was a race against time. The U.S., Russia, and England were again competitors, fighting for fame an fortune.Dale Curance of England didn't need the fortune. He was a millionaire. He was an eccentric. But most of all he was an adventurer and he was determined to win.But winning was not going to be that easy. There were going to be many surprises. And they all began with the stowaway aboard Curtance's ship.A stowaway to Mars.A woman.",189,1492247,0.298148148,0.524074074
Mars,"Swords of Mars (Barsoom, #8)",Edgar Rice Burroughs,1935,"Swords of Mars is the eighth book in the Edgar Rice Burroughs' Martian series. It was featured in six issues of the ""Blue Book"" magazine in 1934-1935. John Carter reprises his role of hero as he vows to bring an end to the Assassins Guild. He must travel to one of the moons of Barsoom, Carter then creates a race of secret super assassins to destroy this powerful Guild of Assassins. He ventures to the city of Zedong in a fierce attempt to overthrow Ur Jan the leader pf the Assassins. There are many fantastic characters and galaxies in this compelling spy story in this edge of your seat science thriller.",191,40376,0.154166667,0.558333333
Titan,Flight On Titan,Stanely G. Weinbaum,1935,"Incredible creatures, ? incredible perils?incredible night on one of Saturns moons!""Flight on Titan"" is a science fiction short story by Stanley G. Weinbaum. It was the third story published by Weinbaum in his Planetary Series. Flight on Titan first appeared in the January 1935 issue of Astounding Stories, was the first of Weinbaum's to appear in Astounding Stories, and is the only story by him set on Saturn's largest moon, Titan.",50,34234507,-0.008514642,0.502847633
